"user_id","created_at","text","sentiment_afinn_numeric","sentiment_bing_numeric","sentiment_syuzhet_numeric","sentiment_afinn_label","sentiment_bing_label","sentiment_syuzhet_label","matching_sentiment_result","svm_sentiment"
"x1542862735","2022-05-24 15:41:03","we'll provide flights https:  t.co ma2hz5lu8b",0,0,0.8,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-24 15:40:16"," nocontextbrits we'll provide flights",0,0,0.8,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-24 08:32:48","cheers to that <u+0001f37b> https:  t.co iovhwye8sd https:  t.co gkxjvxmrjg",2,0,1,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-24 08:30:00","<u+0001f631> 300,000 seats on offer <u+0001f631>

<u+23f0> book by midnight tonight <u+23f0>",0,0,0.1,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-23 12:53:25","gentleman, ""i have a huge plan"".
cough cough* that has already happened, erik 
#drerik #tenhag https:  t.co rn9ezyegdw https:  t.co xsnopbjwqq",1,0,0.2,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-23 11:18:46","erik ten hag's whatsapp to frenkie de jong https:  t.co j7fuu8tcdu",0,0,0,"neutral","neutral","neutral",TRUE,"positive"
"x1542862735","2022-05-23 07:56:28","single man reveal yourself #nolikeynolighty https:  t.co yzeackqx9d https:  t.co bxa9npiewn",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-22 16:56:07","ground operation staff need to be over 18, debbie. https:  t.co afijvjezj6",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-22 16:47:46"," debbiedons pop  askryanair a dm, and they'll let you know if there are any age restrictions.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-22 16:10:04"," toddly_eth <u+0001f975>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-22 16:06:50","pov: contemplating standing up the second we land from seat 23a https:  t.co 434itfuown",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-21 19:42:14","shake harder la liga #mbappe https:  t.co 8fxpqlbddx https:  t.co fbvj3qimve",0,-1,0,"neutral","negative","neutral",FALSE,"neutral"
"x1542862735","2022-05-21 18:31:07"," scottalcroft 25 min turnaround, we'll do a few runs easy.",1,1,0.8,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-21 18:13:55"," scottalcroft how many planes do you need?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-21 17:53:24","<u+0001f440> https:  t.co mcsimphzmu https:  t.co ox5slt0pxh",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-21 13:14:07"," scottalcroft here was admin going to give them free ham and cheese paninis for the squad for all europe trips in return.",1,1,0.5,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-21 13:13:16"," bunnetmccann couldn't be they're not charging to use to the loo.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-21 12:55:45"," actorkeithnolan admin is not foozeball fan either shsss. best watercooler playa out there.",6,1,0.5,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-21 12:51:01"," scottalcroft scott, we did hibs fans a few weeks back. surely a harp tifo was already planned. https:  t.co u3gegn93kk",0,1,0.6,"neutral","positive","positive",FALSE,"neutral"
"x1542862735","2022-05-20 15:23:43"," phlaimeaux ryanair q https:  t.co uno9jglqlj",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 14:55:07"," gazhunter38 https:  t.co pfzkcb7sic",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 14:17:45"," lennonconnelly  blueheart1872 ctrl alt r",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 14:17:05"," bobbysgirl80 ok boomer",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 13:47:28"," ronniemageean  jae21458 don't take it all back; some may be true. love is accepting each other's good and bad habits. we love you too.",6,1,1.85,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-20 13:46:06"," norahgibson6 bloody norah.",-3,-1,-0.75,"negative","negative","negative",TRUE,"positive"
"x1542862735","2022-05-20 13:45:40"," thelastaaron  gan_aithreachas you can save 10% off the purchase price with a pre-order.",2,0,0.75,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-20 13:44:49"," paul2610o you understood the assignment",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 13:07:43"," blueheart1872 yes, remember this, store your tears as we'll accept them as payment for your next flight. emotional baggage is extra.",0,0,1.3,"neutral","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-20 12:44:19"," jaymaceoin should we a gofundme page - we'll donate 10% to rangers for new signings.",2,0,0.8,"positive","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-20 12:35:45"," kmc_72  deadbydylan we love ya, you big losers",4,0,0,"positive","neutral","neutral",FALSE,"positive"
"x1542862735","2022-05-20 12:30:03"," batman2020lives  rangersfc  kleenex kleenex is too posh. aldi's finest will do.",3,2,1.1,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-20 12:28:56"," celtmuppet just won 184 million on the lotto. gone",3,1,0.5,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-20 12:25:03"," claynaldo_7 that's the line we need to be on.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 12:24:06"," jemserjellyfish  askryanair can you help our jem please.",3,0,1,"positive","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-20 12:22:24"," ekirby90 they're bolted down. <u+0001f975>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 12:16:26"," shoops67 game respects game",2,0,0.8,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-20 12:15:56"," kmc_72 all that emotional baggage",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 12:14:16"," itsrhiannon_x  geospence6 you a rangers fan too?",3,0,0,"positive","neutral","neutral",FALSE,"neutral"
"x1542862735","2022-05-20 12:10:28"," zas_joe onion tears <u+0001f43b><u+0001f622>",-2,0,-0.8,"negative","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-20 11:58:37","trophy free, we'll charge for rangers tears instead. https:  t.co pjnz58qtol",-1,2,-0.05,"negative","positive","negative",FALSE,"neutral"
"x1542862735","2022-05-20 10:26:54","'cultural secratary' doris vs the public 
#channel4 #nadinedorries 
https:  t.co hosgrc84iv",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-20 09:25:39","elon musk yesterday vs. elon musk today #elongate 109 https:  t.co k0o8ejblq2",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-18 15:15:40"," reillyo_ stop trying to be ronan keating",-1,0,-0.4,"negative","neutral","negative",FALSE,"negative"
"x1542862735","2022-05-18 13:51:55"," ishoesuk <u+0001f440>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-18 11:34:56","1<u+fe0f><u+20e3> wife has had more leaks than julian assange. https:  t.co litpkmfogu",0,-1,-0.5,"neutral","negative","negative",FALSE,"neutral"
"x1542862735","2022-05-18 06:05:44"," sleeper_fan manifesting coleen rooney levels",3,0,0,"positive","neutral","neutral",FALSE,"neutral"
"x1542862735","2022-05-17 22:35:35","and then they realised they were no longer #derrygirls, they were derry women <u+0001f625> https:  t.co mqppxlicgg",-1,0,0,"negative","neutral","neutral",FALSE,"negative"
"x1542862735","2022-05-16 14:40:05","ryanair   every other brand on social https:  t.co 7j9cliroso",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 21:57:00","was mika's performance to announce japan <u+0001f1ef><u+0001f1f5> were joining #eurovision next year <u+0001f4a5>",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-14 21:46:45"," udiwertheimer are we about to kiss?",2,0,0.5,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-14 21:26:02","unless you see us run a flash sale for australia <u+0001f1e6><u+0001f1fa> at 9.99, they sit in the same camp as nigel farage. <u+0001f608> #eurovision",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 21:21:55"," udiwertheimer google ""why 11a has no window"", plane geeks use it as a chat up line on tinder.",-1,0,0,"negative","neutral","neutral",FALSE,"neutral"
"x1542862735","2022-05-14 21:09:03"," duolingouk fever dreamz",-2,-1,-0.8,"negative","negative","negative",TRUE,"neutral"
"x1542862735","2022-05-14 21:06:42","update: we are moving aircraft to deal with the demand for spain <u+0001f1ea><u+0001f1f8> from any country that has sung a ballad tonight #eurovision https:  t.co sy1bumqoda",-1,0,-0.25,"negative","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-14 21:01:20","john lewis <u+0001f1ec><u+0001f1e7> have dropped their xmas ad early #spaceman #eurovision https:  t.co nvxsun7gih",-1,0,0,"negative","neutral","neutral",FALSE,"neutral"
"x1542862735","2022-05-14 20:49:06","moldova should replace our landing <u+0001f3ba> <u+0001f3ba> <u+0001f3ba> rt if you are vibing #eurovision https:  t.co by9s7rslnl",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 20:32:05","update: we regret to inform you all flights to spain <u+0001f1ea><u+0001f1f8> have been sold out as of tonight.  it's not clear the sudden spike in bookings... #eurovision https:  t.co qfvi7nqrkt",-1,0,-0.25,"negative","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-14 20:20:50","grandmas will be safe all over europe. thank you, norway <u+0001f1f3><u+0001f1f4> #eurovision https:  t.co z3ivlxzxkt",3,2,1.25,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-14 20:01:36"," udiwertheimer afraid what's above is a fake. our other shade, though, is a work of art.",-5,-1,-0.65,"negative","negative","negative",TRUE,"positive"
"x1542862735","2022-05-14 19:53:09"," mgshuheb  ryanairpress u ok hun?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 18:15:35"," iulimited is keiron admin <u+0001f62e>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 18:04:35"," saambu_mavan it's rebekah vardy",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 14:36:20"," khalil_ounis <u+0001f441><u+0001f444><u+0001f441>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 14:34:47","wagatha christie level detective work keiron. https:  t.co eql9txtrn3",0,1,0.65,"neutral","positive","positive",FALSE,"neutral"
"x1542862735","2022-05-14 14:32:23"," iulimited you should be working with coleen rooney. wagatha christie level detective work keiron.",0,1,0.9,"neutral","positive","positive",FALSE,"positive"
"x1542862735","2022-05-14 12:33:03"," boredelonmusk 20 cents if we like back.",2,1,0.5,"positive","positive","positive",TRUE,"neutral"
"x1542862735","2022-05-14 10:56:55"," laniannab  angloswissguy  brendelbored  sturdyalex girl understood the assignment",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-14 10:21:40"," oliveredward ollie, grab some avo toast. it's the weekend. let everyone else enjoy the funny. try cancel us on monday",5,0,0.8,"positive","neutral","positive",FALSE,"negative"
"x1542862735","2022-05-14 07:04:21"," acecourtbot  andrespigariol  jasonreplogle5  phillionaire15  thedestrukt love.",3,1,0.75,"positive","positive","positive",TRUE,"neutral"
"x1542862735","2022-05-13 22:33:08"," brioshaugh we'd start with the cold brew. <u+0001f440> u",0,-1,-0.5,"neutral","negative","negative",FALSE,"neutral"
"x1542862735","2022-05-13 22:29:42"," lthomasnews none of this stand up stuff, we go straight for the takedown.",1,0,0.6,"positive","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-13 21:58:31"," digimannft  remindme_ofthis mr. monkey nft digiman we made a funny not refuse bank. we like bank. thank if you have any left <u+0001f62e>",6,0,1.05,"positive","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-13 21:40:22","pov: crypto bros, other half trying to book a week mykonos after today. https:  t.co dv54qrnnc2",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 21:12:39"," world_origin shsss admin is a crypto boy. pass it on.",0,0,0.25,"neutral","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-13 20:58:51","this aged well peter, see you on board soon. https:  t.co qohjhzhsdg",0,1,0.8,"neutral","positive","positive",FALSE,"positive"
"x1542862735","2022-05-13 20:20:43","should we turn this tweet into an nft? plenty of crypto punks have spare time to mint <u+0001f608> https:  t.co k0o8ejblq2",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 20:02:42"," coderinchina photoshop <u+0001f937><u+200d><u+2640><u+fe0f>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 20:01:33"," elonmusk this you?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 19:34:40"," nanosonso sorry it does...hit that f",-1,-1,-0.75,"negative","negative","negative",TRUE,"negative"
"x1542862735","2022-05-13 19:28:11"," ahmad_aabed  glennpegden not on tinder; admin uses bumble.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 19:27:26"," mypizzaparty seats are cheaper though.",0,1,0,"neutral","positive","neutral",FALSE,"positive"
"x1542862735","2022-05-13 19:26:28"," david_vanguard_  easyjet so you just broke even <u+0001f62e>",-1,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x1542862735","2022-05-13 19:24:20"," cryptograffiti creative genius, no fooling you bro",1,2,1.25,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-13 19:06:42"," cryptodavio we get paid in crypto",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 19:06:19"," therealzeroy so is your profile <u+0001f93c>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 18:36:10"," 0xlambi probably in the metaverse, so you don't get wet.",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 15:44:59"," trulhinha do you think the chicken literally crossed the road",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 15:38:59"," piscacaespana you should mint your banter as an nft. #boredplaneface.",0,0,0,"neutral","neutral","neutral",TRUE,"positive"
"x1542862735","2022-05-13 15:34:52"," jackeyejones  gerrycinnamon",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 15:33:43"," hardtobelleve the girls that get, get it <u+0001f485>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 15:30:00","dad, dis you? i'm working. https:  t.co dzqxdmslro",0,0,0.25,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-13 15:09:35"," thedestrukt do you own that monkey picture?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 13:35:55"," liammalone80 <u+0001f44f>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 12:37:09"," casenjoesq our new ad campaign tagline",0,0,0.8,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-13 12:12:20"," emmabat_ for now <u+0001f633>",0,0,0,"neutral","neutral","neutral",TRUE,"negative"
"x1542862735","2022-05-13 12:04:54"," kze_dk or the middle east",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 11:58:54","crypto bros yesterday vs. crypto bros today #welcomeaboard https:  t.co w7gsue1dji",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-13 08:28:10"," austerityairli1 change your profile and cover image to ryanair, or we're coming for you.",0,0,0,"neutral","neutral","neutral",TRUE,"positive"
"x1542862735","2022-05-13 08:05:51","more people to fit in our seats so. https:  t.co zq2rygzg2k",1,0,0.4,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-13 06:53:22"," javidali1987 landing is extra",0,0,0.4,"neutral","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-12 21:45:21","checks script* we fly to 24 finalists, sorry <u+0001f1e6><u+0001f1fa> 

*there is no script <u+0001f97a> https:  t.co 5hsxwxowbj",-2,-1,-0.5,"negative","negative","negative",TRUE,"negative"
"x1542862735","2022-05-12 21:28:15"," 80sirishlegend <u+0001f9ee> you'll need to eat your weight in paninis for us to break even.",0,-1,0.35,"neutral","negative","positive",FALSE,"neutral"
"x1542862735","2022-05-12 21:25:24","australia in 2023 <u+0001f62e> https:  t.co ufo0d8c0nr",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 21:24:39"," annateresa2017 awards or training up baby admins?",3,1,1.1,"positive","positive","positive",TRUE,"neutral"
"x1542862735","2022-05-12 21:18:02"," 95_becks australia in 2023 <u+0001f62e>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 21:17:25"," tomhylands sure. we'll make it back on check-in bags, no way you'll survive with two pairs of pants. <u+0001f608>",-1,0,0.8,"negative","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-12 21:14:53"," tomhylands need to tell the boss in the am <u+0001f975> flash sale?",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 21:12:34","how we select our routes every year. #eurovision https:  t.co kfc3jsa2t2",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 21:05:17"," corrodedjoe90 still 0",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 20:47:05","there are four main doors 
two at the front, one left and one right #eurovision https:  t.co mhv9regpgs",0,1,1.2,"neutral","positive","positive",FALSE,"neutral"
"x1542862735","2022-05-12 20:45:04","pov: pax in front of you flicks their hair over the back of the seat <u+0001f97a> #eurovision https:  t.co vmt4rvza3v",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 20:30:51"," tim_cattlin <u+0001f440>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 20:25:31","pov: ryanair entering almost every competing #eurovision country. https:  t.co mz4jhdfne4",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 20:24:01"," corrodedjoe90 mark 0 jokes",2,0,0.6,"positive","neutral","positive",FALSE,"neutral"
"x1542862735","2022-05-12 20:05:28"," urcurlywitch europe's best airline has to vibe off #eurovision . it's mandatory. https:  t.co uwmpim3iuj",2,1,-0.1,"positive","positive","negative",FALSE,"positive"
"x1542862735","2022-05-12 20:03:15","mika x admin same vibes #eurovision https:  t.co lamog9fqr7",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 19:58:30","slay <u+0001f485> https:  t.co dzporjxk2g",0,0,-0.8,"neutral","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-12 19:56:01","fun fact: ireland's <u+0001f1ee><u+0001f1ea>  entry was written by brooke's mother as a throwback to flying abroad in the 1980's #thatsrich not anymore, brooke #eurovision",4,1,0.85,"positive","positive","positive",TRUE,"positive"
"x1542862735","2022-05-12 19:42:53"," iamandresousa 5 euro for the <u+0001f388>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 19:42:01","when you are the og on the plane and san marino board.
#eurovision https:  t.co em34hk0zqi",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 19:30:31","there are four main doors 
two at the front, one left and one right #eurovision https:  t.co mhv9regpgs",0,1,1.2,"neutral","positive","positive",FALSE,"neutral"
"x1542862735","2022-05-12 19:25:56","low cost <u+0001f91d> pennywise #eurovision https:  t.co zyefxop37q",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 15:47:27","murtough ten (kg) hag was extra <u+0001f480> https:  t.co dszxzngxlu",0,0,-0.6,"neutral","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-12 13:44:49"," m15hk40n3 bluffing is mine",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 13:41:33"," m15hk40n3 it's why the team banner is in his locker",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 13:39:08","""who is davy jones?"" #rebekahvardy https:  t.co hsjkiqedi4 https:  t.co wjoy8n3dxx",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-12 11:08:24","<u+2600><u+fe0f> midweek sale <u+2600><u+fe0f>

<u+23f0> ends midnight tonight! <u+23f0>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-11 20:47:36","try random seat allocation and sit away from them too. https:  t.co n9pnwrxhdw",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-11 17:22:38","passenger: pays 5 quid
their expectations: https:  t.co rnllfoklmx",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-11 16:01:29","screenshot before deleted <u+0001f440> intern getting fired (not pm) https:  t.co lceiuujtzr https:  t.co vdpc8onaa1",-2,0,-0.5,"negative","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-11 15:09:27"," rvmatthogg  thedrum rebel from the brand? that's us slaying",-2,0,-0.5,"negative","neutral","negative",FALSE,"neutral"
"x1542862735","2022-05-11 15:08:59"," gaylgeoiri how did you get a camera in here <u+0001f440>",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-11 11:41:44"," callumsdhall admin uses a mac but always needs to goggle it",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-11 10:23:20","*ctrl c, ctrl v previous tweet*

bend your knees https:  t.co vsxposvyub",0,0,0,"neutral","neutral","neutral",TRUE,"positive"
"x1542862735","2022-05-11 09:38:05"," squawkmarmchair excuse you <u+0001f1ee><u+0001f1ea>",-1,-1,-0.75,"negative","negative","negative",TRUE,"neutral"
"x1542862735","2022-05-11 08:13:59","passenger: pays 5 quid
their expectations: https:  t.co rnllfoklmx",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-10 17:51:56","mysterious girl no more #wagathachristie https:  t.co ayxso7hx53 https:  t.co puvrlva4wz",-1,-1,-0.4,"negative","negative","negative",TRUE,"neutral"
"x1542862735","2022-05-10 09:50:51","tbh australia being part of the eurovision is almost as bizarre as the short kings who complain about legroom  #baffled",-4,-3,-2.1,"negative","negative","negative",TRUE,"neutral"
"x1542862735","2022-05-10 08:48:00"," collumbo  elizcarty deal, but part of a meal deal that is.",0,0,0.25,"neutral","neutral","positive",FALSE,"positive"
"x1542862735","2022-05-10 08:39:19","no david, you're lovely <u+0001f62b> https:  t.co t8bkfyeaon",2,1,0.75,"positive","positive","positive",TRUE,"neutral"
"x1542862735","2022-05-10 08:28:00"," elizcarty our next ceo",0,0,0,"neutral","neutral","neutral",TRUE,"neutral"
"x1542862735","2022-05-10 08:20:35","richard, wow low cost travel. great idea. #whoisthisguy https:  t.co nouipbo8u5",7,2,1,"positive","positive","positive",TRUE,"positive"
